"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
-0.538029033588975,0.997278689547048,-1.39210455170766,-0.692965417951941,-0.291458559502622,-0.476664130256986,-0.385685473497232,0.585521565702605,1.33229980505066,-0.655291249028784,-0.966647193186336,"low"
-0.296462665343909,2.03149628854334,-1.39210455170766,0.455529721329332,0.942941778347516,0.946462466159777,0.700769009741527,0.0318434187546569,-0.736419760052039,0.220072750300394,-0.587431132692189,"low"
-0.296462665343909,1.34201788921248,-1.18656904974618,-0.0366824812197853,0.606287140752024,-0.0700565312807679,0.272771789071713,0.142579048144234,-0.336022424870874,0.00123175046809959,-0.587431132692189,"low"
1.75685146473915,-1.41589570811097,1.48539247575303,-0.692965417951941,-0.347567665768538,0.133247268207341,0.470308967842396,0.696257195092183,-1.00335131683948,-0.509397249140588,-0.587431132692189,"high"
-0.538029033588975,0.997278689547048,-1.39210455170766,-0.692965417951941,-0.291458559502622,-0.476664130256986,-0.385685473497232,0.585521565702605,1.33229980505066,-0.655291249028784,-0.966647193186336,"low"
-0.538029033588975,0.767452556436761,-1.39210455170766,-0.85703615213498,-0.347567665768538,-0.273360330768877,-0.188148294726548,0.585521565702605,1.33229980505066,-0.655291249028784,-0.966647193186336,"low"
-0.236071073282642,0.422713356771329,-1.08380129876544,-1.18517762050106,-0.684222303364029,-0.0700565312807679,0.437386104713949,-0.189627840024559,-0.0690908680834291,-1.38476124846977,-0.966647193186336,"low"
-0.598420625650241,0.709996023159189,-1.39210455170766,-1.84146055723321,-0.908658728427691,-0.0700565312807679,-0.813682694167046,-1.18624850453082,0.531505134688324,-1.31181424852567,-0.397823102445117,"high"
-0.296462665343909,0.307800290216185,-1.28933680072692,-0.528894683768902,-0.459785878300368,-0.679967929745095,-0.912451283552388,0.0318434187546569,0.331306467097738,-0.582344249084687,-0.8718431780628,"high"
-0.477637441527708,-0.15185197600439,0.457714965945639,2.17827243025124,-0.572004090832199,0.133247268207341,1.85306921923718,0.585521565702605,0.264573577900879,1.09543674962957,0.0761969731725649,"low"
-0.96077017801784,0.307800290216185,-0.981033547784705,-0.85703615213498,0.886832672081601,-0.0700565312807679,0.634923283484633,-0.466466913498503,-0.202556646477152,-0.801185248916981,-1.15625522343341,"low"
-0.477637441527708,-0.15185197600439,0.457714965945639,2.17827243025124,-0.572004090832199,0.133247268207341,1.85306921923718,0.585521565702605,0.264573577900879,1.09543674962957,0.0761969731725649,"low"
-1.62507769069177,0.508898156687687,-1.39210455170766,-1.18517762050106,0.437959821954277,0.0315953684632866,0.437386104713949,-1.35235194861524,1.79943002942869,-0.947079248805177,-0.492627117568653,"low"
-0.296462665343909,0.480169890048901,0.0980278375130531,-1.18517762050106,1.84068747860216,-0.679967929745095,-0.550299789139468,0.364050306923389,-0.336022424870874,2.55437674851154,-1.25105923855695,"low"
0.367844847330022,0.537626423326473,-0.467194792881011,2.17827243025124,2.17734211619765,2.6745447618087,2.51152648180613,1.02846408326098,-1.00335131683948,1.67901274918236,-1.15625522343341,"low"
0.367844847330022,0.537626423326473,-0.415810917390641,2.17827243025124,2.17734211619765,2.6745447618087,2.51152648180613,1.02846408326098,-0.936618427642624,2.04374774890285,-1.15625522343341,"low"
0.126278479084956,-1.41589570811097,1.48539247575303,-0.85703615213498,0.606287140752024,1.96298146360032,1.88599208236563,0.0872112334494456,-0.0690908680834291,0.730701749909081,0.0761969731725649,"high"
-0.11528788916011,0.192887223661042,0.0466439620226839,-1.02110688631802,2.17734211619765,0.0315953684632866,0.338617515328607,0.0318434187546569,-1.33701576282379,2.55437674851154,-1.06145120830987,"low"
-0.538029033588975,0.365256823493757,-0.981033547784705,2.17827243025124,0.269632503156531,-0.984923628977258,-0.550299789139468,0.364050306923389,0.464772245491461,-1.09297324869337,-1.34586325368048,"low"
-0.236071073282642,-1.18606957500068,1.22847309830118,-0.85703615213498,2.17734211619765,0.133247268207341,0.338617515328607,0.0872112334494456,-1.80414598720182,2.55437674851154,-1.15625522343341,"high"
0.367844847330022,-1.7606349077764,1.07432147183007,-0.85703615213498,-0.235349453236707,1.35307006513599,0.470308967842396,0.0318434187546569,0.531505134688324,-0.874132248861079,-0.966647193186336,"high"
-0.417245849466442,-0.783873842057681,0.200795588493792,-0.0366824812197853,0.0451960780928703,0.743158666671668,0.832460462255316,0.80699282448176,1.39903269424752,0.00123175046809959,-0.682235147815727,"low"
-0.236071073282642,-0.554047708947393,-0.313043166409902,-1.18517762050106,1.39181462847484,-0.57831603000104,-0.28691688411189,-0.0788922106349205,-0.936618427642624,1.89785374901465,-0.8718431780628,"low"
0.126278479084956,-0.209308509281962,-0.826881921313597,-0.0366824812197853,0.157414290624701,-0.679967929745095,0.700769009741527,0.0318434187546569,-0.936618427642624,-0.874132248861079,-0.966647193186336,"low"
-0.839986993895307,-0.726417308780109,-0.672730294842489,0.127388252963254,0.213523396890617,0.539854867183559,-0.188148294726548,0.0318434187546569,0.798436691475769,-0.144662249420097,-0.682235147815727,"high"
-1.20233654626291,-0.783873842057681,-0.56996254386175,-1.51331908886714,-0.0670221344389605,-0.476664130256986,-0.747836967910152,-0.687938172277658,0.197840688704016,-0.655291249028784,-1.06145120830987,"low"
-0.417245849466442,-0.668960775502537,-0.158891539938794,-0.85703615213498,-0.0670221344389605,-1.18822742846537,-1.14291132545152,-0.300363469414137,-0.202556646477152,-0.43645024919649,-0.8718431780628,"low"
-0.236071073282642,-0.554047708947393,-0.313043166409902,-1.18517762050106,1.39181462847484,-0.57831603000104,-0.28691688411189,-0.0788922106349205,-0.936618427642624,1.89785374901465,-0.8718431780628,"low"
-0.719203809772774,1.05473522282462,-1.39210455170766,-0.692965417951941,-0.0670221344389605,-0.171708431024822,-0.352762610368785,0.253314677533812,1.06536824826321,-0.728238248972882,-0.966647193186336,"low"
-0.296462665343909,0.681267756520403,-1.39210455170766,-0.528894683768902,0.0451960780928703,-0.781619829489149,-0.978297009809282,-0.189627840024559,0.464772245491461,-0.43645024919649,-0.587431132692189,"high"
-0.96077017801784,0.853637356353119,-1.03241742327507,0.127388252963254,0.437959821954277,0.133247268207341,1.19461195666824,-0.521834728193292,0.264573577900879,-0.801185248916981,-0.303019087321581,"low"
-0.839986993895307,0.911093889630691,-1.39210455170766,0.291458987146293,1.33570552220892,0.641506766927613,-0.28691688411189,-0.0788922106349205,0.998635359066351,-0.582344249084687,0.171000988296101,"high"
0.00549529496242371,0.738724289797975,-0.775498045823228,-0.0366824812197853,0.101305184358786,-0.0700565312807679,2.2152207136501,-0.0788922106349205,-0.936618427642624,0.0741787504121979,-0.587431132692189,"low"
-0.839986993895307,0.451441623410115,-0.775498045823228,2.17827243025124,-0.459785878300368,2.47124096232059,1.22753481979668,1.4160387861245,0.931902469869491,-0.947079248805177,-0.966647193186336,"high"
-1.86664405893684,-1.18606957500068,-0.107507664448425,-0.85703615213498,1.22348730967709,-0.273360330768877,0.141080336557924,-0.57720254288808,0.464772245491461,-0.728238248972882,-1.15625522343341,"low"
-0.296462665343909,0.681267756520403,-1.39210455170766,2.17827243025124,0.269632503156531,-1.08657552872131,-0.912451283552388,1.02846408326098,0.598238023885183,-0.728238248972882,-0.777039162939263,"high"
-0.296462665343909,0.422713356771329,-0.672730294842489,0.127388252963254,0.269632503156531,-1.28987932820942,-1.01121987293773,0.419418121618239,0.731703802278906,-0.363503249252392,0.360609018543175,"high"
-0.11528788916011,-0.841330375335253,0.0466439620226839,-0.364823949585863,-0.852549622161776,-0.273360330768877,-0.517376926011021,0.0318434187546569,-0.536221092461456,0.584807750020885,-0.682235147815727,"high"
-1.5646860986305,2.80715948779056,-0.929649672294336,-1.3492483546841,2.17734211619765,-0.883271729233204,-0.879528420423941,-1.51845539269961,1.2655669158538,-1.23886724858157,-0.587431132692189,"low"
-0.598420625650241,-0.439134642392249,0.457714965945639,2.17827243025124,-0.403676772034453,-0.375012230512931,1.35922627231047,0.585521565702605,0.131107799507156,1.31427774946187,0.0761969731725649,"low"
-0.598420625650241,-0.439134642392249,0.457714965945639,2.17827243025124,-0.403676772034453,-0.375012230512931,1.35922627231047,0.585521565702605,0.131107799507156,1.31427774946187,0.0761969731725649,"low"
0.307453255268756,0.480169890048901,0.149411713003423,0.783671189695409,0.381850715688362,0.133247268207341,0.00938888404413502,0.474785936313028,-0.336022424870874,-1.02002624874928,-1.06145120830987,"low"
-0.477637441527708,-0.209308509281962,-0.364427041900272,0.455529721329332,2.17734211619765,-0.781619829489149,-1.04414273606618,0.0318434187546569,-0.669686870855179,1.82490674907055,0.0761969731725649,"high"
-0.11528788916011,0.767452556436761,-0.261659290919533,-0.200753215402824,-0.684222303364029,-0.679967929745095,-0.747836967910152,0.0318434187546569,-0.0690908680834291,2.55437674851154,-0.113411057074507,"low"
-0.900378585956573,0.824909089714333,-1.28933680072692,-0.85703615213498,-1.75029532241642,-1.08657552872131,-1.14291132545152,-0.300363469414137,1.13210113746007,-0.947079248805177,-0.8718431780628,"low"
-2.22899361130444,-0.0369389094492458,-0.621346419352119,-0.364823949585863,-1.52585889735276,-0.781619829489149,0.634923283484633,-1.8506622808684,2.50012536599573,-0.655291249028784,2.54110136638451,"low"
-0.356854257405175,2.34750722156999,0.817402094378226,-0.200753215402824,1.84068747860216,0.641506766927613,2.24814357677855,0.142579048144234,-0.402755314067734,0.584807750020885,-1.15625522343341,"low"
0.247061663207489,-1.3584391748334,1.27985697379155,-1.18517762050106,1.78457837233625,-0.375012230512931,-0.28691688411189,0.0872112334494456,-0.402755314067734,-0.509397249140588,-0.8718431780628,"low"
